OrderDate,OrderID,Customer,Segment,Region,Product,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PaymentMethod,SalesChannel,Sales,COGS,Profit
2023-10-18,SO-12294,Acme Corp,Corporate,East,Tables 932,Furniture,Tables,1,593.28,0.0,Cash,Retail,593.28,486.49,106.79
2023-10-18,SO-12302,Pied Piper,Consumer,South,Bookcases 118,Furniture,Bookcases,1,443.68,0.0,Cash,Wholesale,443.68,363.82,79.86
2023-10-18,SO-12300,Wonka LLC,Consumer,West,Copiers 796,Technology,Copiers,2,40.41,0.1,PayPal,Wholesale,72.74,63.04,9.7
2023-10-19,SO-12304,Hooli,Corporate,West,Bookcases 767,Furniture,Bookcases,1,371.53,0.05,Card,Online,352.95,304.65,48.3
2023-10-19,SO-12308,Aperture Labs,Corporate,East,Paper 646,Office Supplies,Paper,1,238.9,0.1,PayPal,Online,215.01,172.01,43.0
2023-10-19,SO-12306,Umbrella Co,Consumer,South,Chairs 540,Furniture,Chairs,1,211.21,0.05,Card,Online,200.65,173.19,27.46
2023-10-19,SO-12305,Aperture Labs,Corporate,Central,Chairs 643,Furniture,Chairs,1,490.52,0.1,Wire,Online,441.47,402.23,39.24
2023-10-19,SO-12307,Pied Piper,Home Office,Central,Storage 116,Office Supplies,Storage,1,120.88,0.0,PayPal,Wholesale,120.88,87.03,33.85
2023-10-19,SO-12303,Aperture Labs,Corporate,East,Furnishings 723,Furniture,Furnishings,4,116.42,0.05,Wire,Retail,442.4,381.84,60.56
2023-10-20,SO-12311,Initech,Consumer,Central,Art 787,Office Supplies,Art,1,563.65,0.05,PayPal,Retail,535.47,405.83,129.64
2023-10-20,SO-12310,Aperture Labs,Consumer,South,Tables 591,Furniture,Tables,3,576.68,0.05,Card,Online,1643.54,1418.64,224.9
2023-10-20,SO-12312,Initech,Consumer,South,Paper 470,Office Supplies,Paper,2,461.38,0.0,Card,Retail,922.76,664.38,258.38
2023-10-20,SO-12309,Hooli,Corporate,West,Art 281,Office Supplies,Art,1,23.66,0.0,Wire,Online,23.66,17.04,6.62
2023-10-21,SO-12313,Stark Industries,Consumer,East,Phones 973,Technology,Phones,1,118.19,0.0,Card,Online,118.19,92.19,26.0
2023-10-21,SO-12316,Wayne Enterprises,Corporate,East,Machines 925,Technology,Machines,1,282.58,0.05,Wire,Wholesale,268.45,220.41,48.04
2023-10-21,SO-12315,Pied Piper,Home Office,South,Machines 784,Technology,Machines,1,59.21,0.0,PayPal,Online,59.21,46.18,13.03
2023-10-21,SO-12314,Globex Ltd,Consumer,Central,Machines 445,Technology,Machines,2,537.24,0.05,Card,Wholesale,1020.76,838.1,182.66
2023-10-22,SO-12318,Initech,Corporate,West,Art 130,Office Supplies,Art,2,324.7,0.0,PayPal,Retail,649.4,467.56,181.84
2023-10-22,SO-12319,Pied Piper,Consumer,South,Storage 317,Office Supplies,Storage,2,428.22,0.0,Wire,Online,856.44,616.64,239.8
2023-10-22,SO-12320,Tyrell Corp,Home Office,South,Binders 862,Office Supplies,Binders,1,59.79,0.05,Wire,Wholesale,56.8,43.05,13.75
2023-10-22,SO-12317,Stark Industries,Home Office,East,Phones 266,Technology,Phones,1,593.92,0.0,Wire,Retail,593.92,463.26,130.66
2023-10-23,SO-12321,Vehement Capital,Home Office,South,Furnishings 429,Furniture,Furnishings,3,63.2,0.0,PayPal,Online,189.6,155.46,34.14
2023-10-23,SO-12326,Wayne Enterprises,Corporate,West,Storage 400,Office Supplies,Storage,1,21.23,0.1,Card,Online,19.11,15.29,3.82
2023-10-23,SO-12322,Vehement Capital,Consumer,East,Tables 103,Furniture,Tables,3,176.33,0.05,PayPal,Online,502.54,433.77,68.77
2023-10-23,SO-12329,Gringotts,Corporate,Central,Phones 391,Technology,Phones,3,538.88,0.15,PayPal,Online,1374.14,1260.99,113.15
2023-10-23,SO-12324,Hooli,Consumer,South,Phones 708,Technology,Phones,1,36.73,0.05,Card,Wholesale,34.89,28.65,6.24
2023-10-24,SO-12334,Stark Industries,Consumer,South,Art 375,Office Supplies,Art,1,527.97,0.0,Card,Online,527.97,380.14,147.83
2023-10-24,SO-12332,Pied Piper,Consumer,East,Copiers 418,Technology,Copiers,1,312.87,0.0,Card,Wholesale,312.87,244.04,68.83
2023-10-24,SO-12331,Stark Industries,Corporate,Central,Accessories 690,Technology,Accessories,2,134.52,0.0,Wire,Wholesale,269.04,209.86,59.18
2023-10-24,SO-12330,Gringotts,Consumer,East,Binders 471,Office Supplies,Binders,3,320.12,0.0,Card,Online,960.36,691.47,268.89
2023-10-25,SO-12338,Pied Piper,Corporate,East,Accessories 273,Technology,Accessories,1,73.56,0.0,Wire,Retail,73.56,57.38,16.18
2023-10-25,SO-12343,Globex Ltd,Home Office,South,Copiers 807,Technology,Copiers,1,127.3,0.0,Wire,Wholesale,127.3,99.29,28.01
2023-10-25,SO-12346,Globex Ltd,Home Office,East,Phones 949,Technology,Phones,1,411.14,0.0,Card,Retail,411.14,320.69,90.45
2023-10-25,SO-12340,Oscorp,Home Office,West,Storage 297,Office Supplies,Storage,1,396.82,0.05,PayPal,Retail,376.98,285.71,91.27
2023-10-25,SO-12345,Umbrella Co,Home Office,East,Machines 236,Technology,Machines,1,132.35,0.1,Wire,Retail,119.12,103.23,15.89
2023-10-25,SO-12347,Globex Ltd,Consumer,Central,Tables 250,Furniture,Tables,1,443.53,0.0,Card,Retail,443.53,363.69,79.84
2023-10-25,SO-12342,Hooli,Home Office,East,Bookcases 763,Furniture,Bookcases,1,84.68,0.1,Cash,Online,76.21,69.44,6.77
2023-10-25,SO-12339,Acme Corp,Home Office,Central,Paper 604,Office Supplies,Paper,1,242.77,0.0,Wire,Online,242.77,174.79,67.98
2023-10-26,SO-12352,Oscorp,Corporate,East,Copiers 386,Technology,Copiers,1,368.37,0.15,Wire,Retail,313.11,287.33,25.78
2023-10-26,SO-12351,Initech,Consumer,East,Storage 636,Office Supplies,Storage,2,440.8,0.0,PayPal,Online,881.6,634.76,246.84
2023-10-26,SO-12349,Initech,Corporate,West,Tables 990,Furniture,Tables,1,423.96,0.2,Wire,Retail,339.17,347.65,-8.48
2023-10-26,SO-12348,Wayne Enterprises,Corporate,South,Art 554,Office Supplies,Art,1,524.01,0.0,Wire,Wholesale,524.01,377.29,146.72
2023-10-26,SO-12355,Stark Industries,Corporate,West,Machines 236,Technology,Machines,1,23.43,0.0,Card,Online,23.43,18.28,5.15
2023-10-27,SO-12358,Oscorp,Consumer,East,Binders 347,Office Supplies,Binders,1,155.42,0.15,PayPal,Retail,132.11,111.9,20.21
2023-10-27,SO-12362,Gringotts,Home Office,Central,Machines 785,Technology,Machines,1,242.01,0.2,PayPal,Online,193.61,188.77,4.84
2023-10-27,SO-12359,Pied Piper,Home Office,West,Paper 742,Office Supplies,Paper,2,493.81,0.0,Cash,Wholesale,987.62,711.08,276.54
2023-10-27,SO-12365,Cyberdyne,Home Office,East,Phones 678,Technology,Phones,1,492.02,0.0,Wire,Online,492.02,383.78,108.24
2023-10-27,SO-12356,Aperture Labs,Corporate,South,Accessories 212,Technology,Accessories,1,501.99,0.1,PayPal,Wholesale,451.79,391.55,60.24
2023-10-27,SO-12367,Aperture Labs,Home Office,South,Accessories 855,Technology,Accessories,1,413.54,0.0,Wire,Online,413.54,322.56,90.98
2023-10-28,SO-12374,Gringotts,Consumer,West,Binders 742,Office Supplies,Binders,1,322.03,0.0,Card,Wholesale,322.03,231.86,90.17
2023-10-28,SO-12376,Initech,Consumer,West,Accessories 402,Technology,Accessories,1,376.15,0.0,Cash,Online,376.15,293.4,82.75
2023-10-28,SO-12373,Stark Industries,Corporate,East,Art 465,Office Supplies,Art,1,543.01,0.0,Cash,Wholesale,543.01,390.97,152.04
2023-10-28,SO-12375,Stark Industries,Consumer,West,Accessories 855,Technology,Accessories,1,316.06,0.1,Card,Wholesale,284.45,246.53,37.92
2023-10-28,SO-12368,Wayne Enterprises,Consumer,East,Chairs 701,Furniture,Chairs,2,547.36,0.1,Cash,Online,985.25,897.68,87.57
2023-10-28,SO-12371,Stark Industries,Home Office,West,Binders 962,Office Supplies,Binders,1,457.75,0.1,Cash,Online,411.98,329.58,82.4
2023-10-28,SO-12370,Pied Piper,Home Office,Central,Paper 145,Office Supplies,Paper,1,493.46,0.0,Cash,Wholesale,493.46,355.29,138.17
2023-10-29,SO-12381,Globex Ltd,Corporate,West,Machines 334,Technology,Machines,1,514.06,0.0,Wire,Retail,514.06,400.97,113.09
2023-10-29,SO-12380,Acme Corp,Home Office,West,Chairs 186,Furniture,Chairs,1,54.24,0.15,Wire,Online,46.1,44.48,1.62
2023-10-29,SO-12378,Vehement Capital,Corporate,West,Art 954,Office Supplies,Art,1,132.95,0.0,Cash,Online,132.95,95.72,37.23
2023-10-29,SO-12379,Gringotts,Consumer,East,Furnishings 107,Furniture,Furnishings,1,34.22,0.0,Wire,Retail,34.22,28.06,6.16
2023-10-31,SO-12388,Cyberdyne,Corporate,East,Binders 365,Office Supplies,Binders,1,307.7,0.0,PayPal,Retail,307.7,221.54,86.16
2023-10-31,SO-12385,Hooli,Home Office,East,Phones 335,Technology,Phones,3,38.18,0.0,Card,Wholesale,114.54,89.34,25.2
2023-10-31,SO-12389,Cyberdyne,Consumer,West,Machines 602,Technology,Machines,1,452.61,0.0,Wire,Online,452.61,353.04,99.57
2023-11-01,SO-12395,Pied Piper,Consumer,Central,Binders 836,Office Supplies,Binders,3,503.45,0.05,Wire,Retail,1434.83,1087.44,347.39
2023-11-01,SO-12393,Pied Piper,Home Office,East,Phones 430,Technology,Phones,1,30.45,0.0,Wire,Wholesale,30.45,23.75,6.7
2023-11-01,SO-12390,Pied Piper,Home Office,West,Binders 630,Office Supplies,Binders,1,246.97,0.05,Wire,Wholesale,234.62,177.82,56.8
2023-11-01,SO-12396,Wayne Enterprises,Home Office,South,Copiers 870,Technology,Copiers,1,77.29,0.0,PayPal,Retail,77.29,60.29,17.0
2023-11-01,SO-12399,Oscorp,Consumer,South,Storage 578,Office Supplies,Storage,1,372.55,0.0,Card,Online,372.55,268.24,104.31
2023-11-02,SO-12400,Tyrell Corp,Consumer,East,Art 351,Office Supplies,Art,1,227.7,0.0,Cash,Retail,227.7,163.94,63.76
2023-11-02,SO-12401,Aperture Labs,Consumer,Central,Bookcases 642,Furniture,Bookcases,1,539.44,0.2,Wire,Retail,431.55,442.34,-10.79
2023-11-02,SO-12403,Umbrella Co,Corporate,Central,Binders 474,Office Supplies,Binders,1,598.08,0.0,PayPal,Online,598.08,430.62,167.46
2023-11-03,SO-12406,Pied Piper,Consumer,West,Phones 374,Technology,Phones,1,210.2,0.2,Card,Online,168.16,163.96,4.2
2023-11-03,SO-12405,Oscorp,Consumer,West,Furnishings 732,Furniture,Furnishings,1,266.4,0.0,PayPal,Online,266.4,218.45,47.95
2023-11-03,SO-12408,Aperture Labs,Home Office,Central,Machines 610,Technology,Machines,2,101.05,0.0,Wire,Wholesale,202.1,157.64,44.46
2023-11-03,SO-12407,Hooli,Corporate,South,Binders 669,Office Supplies,Binders,2,279.46,0.0,Card,Retail,558.92,402.42,156.5
2023-11-04,SO-12413,Pied Piper,Consumer,Central,Chairs 941,Furniture,Chairs,3,146.93,0.0,Cash,Retail,440.79,361.44,79.35
2023-11-04,SO-12411,Initech,Corporate,Central,Tables 121,Furniture,Tables,1,275.37,0.0,Wire,Retail,275.37,225.8,49.57
2023-11-04,SO-12415,Initech,Consumer,South,Art 448,Office Supplies,Art,1,410.37,0.05,Wire,Retail,389.85,295.47,94.38
2023-11-04,SO-12414,Aperture Labs,Consumer,South,Bookcases 875,Furniture,Bookcases,1,368.11,0.05,PayPal,Online,349.7,301.85,47.85
2023-11-04,SO-12418,Globex Ltd,Consumer,Central,Paper 950,Office Supplies,Paper,1,57.53,0.0,PayPal,Retail,57.53,41.42,16.11
2023-11-04,SO-12410,Initech,Consumer,East,Storage 733,Office Supplies,Storage,1,300.43,0.0,PayPal,Wholesale,300.43,216.31,84.12
2023-11-04,SO-12417,Pied Piper,Corporate,Central,Binders 890,Office Supplies,Binders,1,521.85,0.1,Wire,Wholesale,469.66,375.73,93.93
2023-11-04,SO-12416,Umbrella Co,Home Office,East,Machines 486,Technology,Machines,4,46.41,0.0,PayPal,Retail,185.64,144.8,40.84
2023-11-05,SO-12421,Umbrella Co,Home Office,Central,Chairs 504,Furniture,Chairs,1,83.58,0.1,Wire,Online,75.22,68.54,6.68
2023-11-05,SO-12419,Gringotts,Corporate,West,Binders 789,Office Supplies,Binders,1,339.96,0.0,PayPal,Online,339.96,244.77,95.19
2023-11-05,SO-12423,Vehement Capital,Home Office,East,Accessories 346,Technology,Accessories,4,535.99,0.0,Card,Wholesale,2143.96,1672.28,471.68
2023-11-05,SO-12424,Aperture Labs,Corporate,West,Accessories 514,Technology,Accessories,4,199.27,0.0,PayPal,Online,797.08,621.72,175.36
2023-11-06,SO-12432,Hooli,Consumer,Central,Art 331,Office Supplies,Art,1,481.54,0.15,Wire,Retail,409.31,346.71,62.6
2023-11-06,SO-12427,Vehement Capital,Consumer,West,Phones 700,Technology,Phones,1,399.98,0.0,Card,Retail,399.98,311.98,88.0
2023-11-06,SO-12430,Globex Ltd,Consumer,South,Paper 501,Office Supplies,Paper,1,58.05,0.2,PayPal,Wholesale,46.44,41.8,4.64
2023-11-06,SO-12433,Cyberdyne,Corporate,South,Accessories 874,Technology,Accessories,3,210.32,0.0,Cash,Online,630.96,492.15,138.81
2023-11-07,SO-12439,Pied Piper,Consumer,East,Phones 632,Technology,Phones,1,214.76,0.0,Wire,Retail,214.76,167.51,47.25
2023-11-07,SO-12437,Aperture Labs,Corporate,East,Machines 504,Technology,Machines,1,305.68,0.0,Cash,Retail,305.68,238.43,67.25
2023-11-07,SO-12435,Stark Industries,Corporate,Central,Chairs 194,Furniture,Chairs,1,545.32,0.0,PayPal,Online,545.32,447.16,98.16
2023-11-07,SO-12442,Stark Industries,Corporate,Central,Machines 621,Technology,Machines,1,410.72,0.15,Wire,Retail,349.11,320.36,28.75
2023-11-07,SO-12443,Tyrell Corp,Corporate,East,Storage 534,Office Supplies,Storage,1,50.35,0.0,Wire,Wholesale,50.35,36.25,14.1
2023-11-07,SO-12438,Pied Piper,Home Office,East,Binders 219,Office Supplies,Binders,1,452.05,0.0,Wire,Retail,452.05,325.48,126.57
2023-11-07,SO-12441,Wonka LLC,Corporate,East,Paper 202,Office Supplies,Paper,3,356.08,0.0,Wire,Online,1068.24,769.14,299.1
2023-11-07,SO-12440,Oscorp,Home Office,South,Phones 495,Technology,Phones,4,30.11,0.0,Wire,Wholesale,120.44,93.96,26.48
2023-11-08,SO-12448,Hooli,Home Office,East,Chairs 922,Furniture,Chairs,1,503.1,0.0,PayPal,Retail,503.1,412.54,90.56
2023-11-08,SO-12446,Wonka LLC,Corporate,West,Accessories 339,Technology,Accessories,1,129.01,0.0,PayPal,Wholesale,129.01,100.63,28.38
2023-11-08,SO-12447,Gringotts,Consumer,East,Copiers 562,Technology,Copiers,4,455.38,0.1,Card,Wholesale,1639.37,1420.8,218.57
2023-11-09,SO-12458,Umbrella Co,Home Office,West,Binders 956,Office Supplies,Binders,1,161.56,0.0,PayPal,Online,161.56,116.32,45.24
2023-11-09,SO-12454,Initech,Corporate,West,Machines 513,Technology,Machines,1,533.91,0.0,Card,Retail,533.91,416.45,117.46
2023-11-09,SO-12453,Vehement Capital,Home Office,Central,Paper 279,Office Supplies,Paper,1,225.94,0.0,Wire,Online,225.94,162.68,63.26
2023-11-09,SO-12452,Oscorp,Consumer,West,Chairs 401,Furniture,Chairs,3,99.51,0.1,Card,Wholesale,268.68,244.8,23.88
2023-11-09,SO-12457,Cyberdyne,Home Office,West,Paper 433,Office Supplies,Paper,1,170.09,0.0,PayPal,Wholesale,170.09,122.46,47.63
2023-11-09,SO-12451,Aperture Labs,Consumer,South,Art 248,Office Supplies,Art,1,258.92,0.0,PayPal,Wholesale,258.92,186.42,72.5
2023-11-10,SO-12461,Aperture Labs,Consumer,Central,Storage 686,Office Supplies,Storage,1,197.17,0.0,Cash,Retail,197.17,141.96,55.21
2023-11-10,SO-12459,Vehement Capital,Corporate,Central,Binders 245,Office Supplies,Binders,1,410.04,0.0,Cash,Retail,410.04,295.23,114.81
2023-11-10,SO-12464,Stark Industries,Corporate,West,Tables 346,Furniture,Tables,2,347.71,0.0,PayPal,Wholesale,695.42,570.24,125.18
2023-11-10,SO-12460,Acme Corp,Corporate,West,Art 657,Office Supplies,Art,2,569.36,0.0,Wire,Retail,1138.72,819.88,318.84
2023-11-10,SO-12463,Aperture Labs,Consumer,West,Art 685,Office Supplies,Art,1,43.25,0.0,PayPal,Online,43.25,31.14,12.11
2023-11-11,SO-12468,Wayne Enterprises,Consumer,East,Machines 640,Technology,Machines,1,422.83,0.1,Card,Wholesale,380.55,329.81,50.74
2023-11-11,SO-12465,Stark Industries,Consumer,East,Machines 870,Technology,Machines,1,222.0,0.0,Wire,Online,222.0,173.16,48.84
2023-11-11,SO-12471,Oscorp,Consumer,West,Art 325,Office Supplies,Art,3,389.09,0.0,PayPal,Retail,1167.27,840.42,326.85
2023-11-11,SO-12472,Acme Corp,Corporate,South,Bookcases 500,Furniture,Bookcases,1,588.16,0.0,Wire,Online,588.16,482.29,105.87
2023-11-11,SO-12466,Acme Corp,Home Office,South,Furnishings 164,Furniture,Furnishings,1,233.66,0.05,Card,Online,221.98,191.6,30.38
2023-11-11,SO-12469,Aperture Labs,Consumer,Central,Chairs 978,Furniture,Chairs,1,502.3,0.0,PayPal,Online,502.3,411.89,90.41
2023-11-12,SO-12484,Wayne Enterprises,Consumer,East,Bookcases 622,Furniture,Bookcases,1,73.38,0.0,Card,Online,73.38,60.17,13.21
2023-11-12,SO-12482,Cyberdyne,Corporate,Central,Accessories 323,Technology,Accessories,1,592.49,0.1,Cash,Online,533.24,462.14,71.1
2023-11-12,SO-12478,Vehement Capital,Consumer,West,Furnishings 211,Furniture,Furnishings,1,584.92,0.0,Cash,Wholesale,584.92,479.63,105.29
2023-11-12,SO-12474,Initech,Corporate,West,Phones 863,Technology,Phones,1,579.18,0.0,Cash,Wholesale,579.18,451.76,127.42
2023-11-12,SO-12477,Umbrella Co,Consumer,South,Accessories 421,Technology,Accessories,1,8.2,0.0,PayPal,Wholesale,8.2,6.4,1.8
2023-11-12,SO-12479,Vehement Capital,Corporate,East,Accessories 969,Technology,Accessories,1,44.19,0.0,Wire,Wholesale,44.19,34.47,9.72
2023-11-12,SO-12481,Pied Piper,Consumer,South,Art 235,Office Supplies,Art,1,594.03,0.0,Cash,Retail,594.03,427.7,166.33
2023-11-13,SO-12493,Pied Piper,Corporate,South,Binders 564,Office Supplies,Binders,1,460.54,0.1,Cash,Wholesale,414.49,331.59,82.9
2023-11-13,SO-12488,Hooli,Home Office,West,Machines 940,Technology,Machines,1,452.18,0.0,Wire,Online,452.18,352.7,99.48
2023-11-13,SO-12487,Pied Piper,Home Office,South,Paper 291,Office Supplies,Paper,1,132.43,0.1,Card,Online,119.19,95.35,23.84
2023-11-13,SO-12489,Aperture Labs,Corporate,West,Storage 275,Office Supplies,Storage,1,487.45,0.0,PayPal,Wholesale,487.45,350.96,136.49
2023-11-13,SO-12485,Oscorp,Corporate,Central,Accessories 562,Technology,Accessories,2,307.16,0.05,Wire,Wholesale,583.6,479.16,104.44
2023-11-13,SO-12496,Umbrella Co,Corporate,Central,Paper 188,Office Supplies,Paper,5,265.23,0.0,Cash,Wholesale,1326.15,954.85,371.3
2023-11-13,SO-12495,Wayne Enterprises,Corporate,East,Paper 186,Office Supplies,Paper,2,458.99,0.0,Wire,Online,917.98,660.94,257.04
2023-11-14,SO-12501,Pied Piper,Home Office,East,Paper 778,Office Supplies,Paper,4,526.33,0.15,Cash,Wholesale,1789.52,1515.84,273.68
2023-11-14,SO-12499,Tyrell Corp,Corporate,South,Binders 670,Office Supplies,Binders,1,128.35,0.0,PayPal,Online,128.35,92.41,35.94
2023-11-14,SO-12500,Oscorp,Home Office,Central,Accessories 229,Technology,Accessories,1,166.51,0.0,Card,Retail,166.51,129.88,36.63
2023-11-14,SO-12498,Tyrell Corp,Home Office,West,Accessories 174,Technology,Accessories,1,39.6,0.05,Wire,Retail,37.62,30.89,6.73
2023-11-15,SO-12506,Vehement Capital,Corporate,South,Chairs 728,Furniture,Chairs,3,390.13,0.15,Card,Wholesale,994.83,959.73,35.1
2023-11-15,SO-12504,Cyberdyne,Consumer,South,Storage 193,Office Supplies,Storage,1,152.12,0.2,PayPal,Online,121.7,109.53,12.17
2023-11-16,SO-12514,Vehement Capital,Corporate,South,Storage 300,Office Supplies,Storage,1,208.04,0.2,Wire,Retail,166.43,149.79,16.64
2023-11-16,SO-12513,Stark Industries,Home Office,West,Bookcases 374,Furniture,Bookcases,1,101.86,0.0,PayPal,Online,101.86,83.53,18.33
2023-11-16,SO-12511,Acme Corp,Consumer,Central,Art 873,Office Supplies,Art,1,18.24,0.1,Cash,Retail,16.42,13.13,3.29
2023-11-16,SO-12510,Cyberdyne,Corporate,East,Paper 798,Office Supplies,Paper,3,390.12,0.0,Wire,Retail,1170.36,842.67,327.69
2023-11-17,SO-12518,Vehement Capital,Consumer,South,Furnishings 271,Furniture,Furnishings,1,307.97,0.0,Wire,Retail,307.97,252.54,55.43
2023-11-17,SO-12516,Cyberdyne,Corporate,Central,Accessories 659,Technology,Accessories,1,183.87,0.0,Card,Retail,183.87,143.42,40.45
2023-11-17,SO-12522,Tyrell Corp,Corporate,Central,Art 944,Office Supplies,Art,1,263.48,0.05,PayPal,Online,250.31,189.71,60.6
2023-11-17,SO-12521,Aperture Labs,Home Office,South,Furnishings 970,Furniture,Furnishings,3,41.72,0.0,PayPal,Online,125.16,102.63,22.53
2023-11-17,SO-12523,Acme Corp,Corporate,West,Binders 998,Office Supplies,Binders,4,74.54,0.0,Card,Online,298.16,214.68,83.48
2023-11-17,SO-12517,Oscorp,Corporate,West,Copiers 291,Technology,Copiers,2,410.29,0.0,PayPal,Wholesale,820.58,640.06,180.52
2023-11-17,SO-12524,Vehement Capital,Home Office,South,Tables 148,Furniture,Tables,1,537.31,0.2,Wire,Wholesale,429.85,440.59,-10.74
2023-11-17,SO-12519,Tyrell Corp,Home Office,West,Copiers 642,Technology,Copiers,3,233.3,0.15,PayPal,Online,594.92,545.91,49.01
2023-11-17,SO-12520,Umbrella Co,Home Office,East,Storage 478,Office Supplies,Storage,1,449.85,0.15,PayPal,Online,382.37,323.89,58.48
2023-11-18,SO-12528,Initech,Home Office,Central,Machines 587,Technology,Machines,1,354.03,0.0,Card,Online,354.03,276.14,77.89
2023-11-18,SO-12526,Hooli,Consumer,Central,Bookcases 190,Furniture,Bookcases,1,217.97,0.15,PayPal,Retail,185.27,178.74,6.53
2023-11-18,SO-12527,Wonka LLC,Corporate,East,Tables 209,Furniture,Tables,4,338.25,0.0,Wire,Wholesale,1353.0,1109.48,243.52
2023-11-18,SO-12529,Pied Piper,Corporate,South,Chairs 116,Furniture,Chairs,1,47.77,0.0,PayPal,Online,47.77,39.17,8.6
2023-11-18,SO-12532,Acme Corp,Corporate,West,Copiers 469,Technology,Copiers,2,289.93,0.2,Wire,Online,463.89,452.3,11.59
2023-11-19,SO-12535,Wonka LLC,Corporate,Central,Accessories 604,Technology,Accessories,5,175.05,0.0,PayPal,Wholesale,875.25,682.7,192.55
2023-11-19,SO-12534,Acme Corp,Home Office,Central,Storage 911,Office Supplies,Storage,1,512.04,0.15,Cash,Wholesale,435.23,368.67,66.56
2023-11-19,SO-12536,Wayne Enterprises,Home Office,Central,Art 850,Office Supplies,Art,1,341.78,0.0,Cash,Retail,341.78,246.08,95.7
2023-11-20,SO-12541,Aperture Labs,Corporate,East,Chairs 313,Furniture,Chairs,4,379.74,0.2,Card,Retail,1215.17,1245.56,-30.39
2023-11-20,SO-12545,Vehement Capital,Corporate,West,Furnishings 836,Furniture,Furnishings,5,52.75,0.15,PayPal,Wholesale,224.19,216.3,7.89
2023-11-20,SO-12537,Pied Piper,Home Office,Central,Art 282,Office Supplies,Art,3,546.46,0.0,Wire,Retail,1639.38,1180.35,459.03
2023-11-20,SO-12544,Cyberdyne,Corporate,South,Storage 247,Office Supplies,Storage,2,141.96,0.2,Cash,Wholesale,227.14,204.42,22.72
2023-11-20,SO-12543,Gringotts,Home Office,West,Copiers 410,Technology,Copiers,1,460.67,0.1,PayPal,Wholesale,414.6,359.32,55.28
2023-11-21,SO-12553,Pied Piper,Corporate,West,Furnishings 428,Furniture,Furnishings,1,494.99,0.0,PayPal,Wholesale,494.99,405.89,89.1
2023-11-21,SO-12555,Initech,Home Office,East,Storage 491,Office Supplies,Storage,1,336.61,0.0,Wire,Wholesale,336.61,242.36,94.25
2023-11-21,SO-12556,Globex Ltd,Consumer,South,Paper 835,Office Supplies,Paper,4,275.77,0.05,Cash,Online,1047.93,794.2,253.73
2023-11-21,SO-12548,Cyberdyne,Home Office,East,Accessories 956,Technology,Accessories,1,201.01,0.05,Card,Online,190.96,156.79,34.17
2023-11-21,SO-12551,Initech,Home Office,West,Storage 453,Office Supplies,Storage,1,314.09,0.0,Card,Wholesale,314.09,226.14,87.95
2023-11-21,SO-12550,Oscorp,Consumer,East,Paper 525,Office Supplies,Paper,2,517.13,0.0,PayPal,Retail,1034.26,744.66,289.6
2023-11-21,SO-12549,Umbrella Co,Home Office,West,Copiers 739,Technology,Copiers,1,432.26,0.2,Card,Online,345.81,337.16,8.65
2023-11-22,SO-12562,Umbrella Co,Corporate,West,Art 373,Office Supplies,Art,5,444.04,0.0,Cash,Online,2220.2,1598.55,621.65
2023-11-22,SO-12560,Globex Ltd,Corporate,South,Binders 755,Office Supplies,Binders,1,208.54,0.0,PayPal,Online,208.54,150.15,58.39
2023-11-23,SO-12571,Pied Piper,Home Office,South,Storage 631,Office Supplies,Storage,2,282.56,0.0,Cash,Retail,565.12,406.88,158.24
2023-11-23,SO-12572,Aperture Labs,Home Office,West,Art 783,Office Supplies,Art,1,595.73,0.05,PayPal,Online,565.94,428.93,137.01
2023-11-23,SO-12570,Gringotts,Home Office,East,Accessories 138,Technology,Accessories,1,180.66,0.1,Card,Retail,162.59,140.91,21.68
2023-11-23,SO-12567,Acme Corp,Consumer,Central,Storage 877,Office Supplies,Storage,1,442.92,0.15,Cash,Wholesale,376.48,318.9,57.58
2023-11-23,SO-12573,Umbrella Co,Consumer,South,Accessories 117,Technology,Accessories,1,18.24,0.0,PayPal,Retail,18.24,14.23,4.01
2023-11-23,SO-12568,Globex Ltd,Corporate,West,Art 241,Office Supplies,Art,1,475.59,0.0,Wire,Online,475.59,342.42,133.17
2023-11-24,SO-12575,Wayne Enterprises,Consumer,West,Binders 123,Office Supplies,Binders,1,200.78,0.0,Wire,Wholesale,200.78,144.56,56.22
2023-11-25,SO-12577,Stark Industries,Corporate,West,Tables 158,Furniture,Tables,1,381.56,0.0,Wire,Online,381.56,312.88,68.68
2023-11-25,SO-12579,Tyrell Corp,Consumer,East,Chairs 748,Furniture,Chairs,1,96.41,0.0,Wire,Wholesale,96.41,79.06,17.35
2023-11-25,SO-12578,Tyrell Corp,Corporate,South,Accessories 803,Technology,Accessories,1,383.61,0.0,Cash,Online,383.61,299.22,84.39
2023-11-25,SO-12580,Initech,Consumer,East,Phones 987,Technology,Phones,1,380.18,0.15,Cash,Retail,323.15,296.54,26.61
2023-11-25,SO-12581,Wonka LLC,Consumer,West,Phones 218,Technology,Phones,1,152.25,0.0,Card,Retail,152.25,118.76,33.49
2023-11-25,SO-12576,Tyrell Corp,Home Office,West,Art 779,Office Supplies,Art,3,305.57,0.05,Card,Online,870.87,660.03,210.84
2023-11-26,SO-12582,Oscorp,Consumer,East,Phones 223,Technology,Phones,1,262.38,0.05,Card,Retail,249.26,204.66,44.6
